,Unnamed: 0,5_angelo,ERCZO ID_angelo,Original Sample Vial Label_angelo,Date Collected,Time Collected_angelo,Site_angelo,Location_angelo,Sample Type_angelo,Sample Type II_angelo,Tree Tag_angelo,Tree tag_angelo,Tree tag 2_angelo,Jasper's tree label_angelo,More text info 1_angelo,More text info 2_angelo,needs attention_angelo,Species (common)_angelo,Species (scientific)_angelo,Well water level (m)_angelo,Depth (m)_angelo,Depth (cm)_angelo,Depth (ft)_angelo,Gravimetric moisture content (g/g)_angelo,Collected by_angelo,Notes_angelo,Exclude?_angelo,dD Instrument_angelo,dO Instrument_angelo,HD run ID_angelo,dD_angelo,GB run ID_angelo,dO_angelo,Sample Vial Location_angelo,VMS Sleeve_angelo,VMS Port_angelo,Adjacent well groundwater depth at time of sampling (m)_angelo,Energetic State_angelo,Date collection started_angelo,Time collection started_angelo,"(obsolete, miscalculated) Gravimetric moisture content (g/g)_angelo","(obsolete, miscalculated) Gravimetric moisture content (g/g).1_angelo",FLAG_angelo,datetime_angelo,5_conger,ERCZO ID_conger,Original Sample Vial Label_conger,Time Collected_conger,Site_conger,Location_conger,Sample Type_conger,Sample Type II_conger,Tree Tag_conger,Tree tag_conger,Tree tag 2_conger,Jasper's tree label_conger,More text info 1_conger,More text info 2_conger,needs attention_conger,Species (common)_conger,Species (scientific)_conger,Well water level (m)_conger,Depth (m)_conger,Depth (cm)_conger,Depth (ft)_conger,Gravimetric moisture content (g/g)_conger,Collected by_conger,Notes_conger,Exclude?_conger,dD Instrument_conger,dO Instrument_conger,HD run ID_conger,dD_conger,GB run ID_conger,dO_conger,Sample Vial Location_conger,VMS Sleeve_conger,VMS Port_conger,Adjacent well groundwater depth at time of sampling (m)_conger,Energetic State_conger,Date collection started_conger,Time collection started_conger,"(obsolete, miscalculated) Gravimetric moisture content (g/g)_conger","(obsolete, miscalculated) Gravimetric moisture content (g/g).1_conger",FLAG_conger,datetime_conger,average_time_delta,average_datetime,average_dD,average_dO,cumRain,cumWYRain,cumSept_1_WYRain,waterYear,Sept_1_waterYear,previousRain,runningWeightedAvg_dD,runningWeightedAvg_dO,Unnamed: 0_angelo,Extraction Method_angelo,Unnamed: 0_conger,Extraction Method_conger
295,12,513.0,514.0,A264-1,10/18/15,11:30,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,475,-30.5,643,-3.93,2,,,,,,,,,0.0,2015-10-18 11:30:00,514.0,515.0,C264-1,14:00,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,,,475,-18.0,643,-2.58,2,,,,,,,,,0.0,2015-10-18 14:00:00,-1 days +22:45:00,2015-10-18 10:15:00,-24.25,-3.255,12029.287599999916,5.308600000000001,47.498000000000005,2016.0,2016.0,5.30859999999484,-24.25,-3.255,,,,
296,1,330.0,331.0,A265-1,11/6/15,10:35,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,472,-44.8,639,-6.99,3,,,,,,,,,0.0,2015-11-06 10:35:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-11-06 10:35:00,0 days 00:00:00,2015-11-06 10:35:00,-44.8,-6.99,12053.595399999906,29.6164,71.8058,2016.0,2016.0,24.307799999989584,-41.11650943396391,-6.320518867924827,,,,
297,1079,7964.0,5374.0,"A 20151106 A265-1,3 1035",11/6/2015,10:35,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,IMRS,IMRS,591,-16.9,759,2.24,,,,,,,,,,,2015-11-06 10:35:00,7972.0,5382.0,C 20151106 C265-3 1030,10:30,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,IMRS,IMRS,591,5.4,759,8.54,,,,,,,,,,,2015-11-06 10:30:00,0 days 00:02:30,2015-11-06 10:37:30,-5.749999999999999,5.39,12053.595399999906,29.6164,71.8058,2016.0,2016.0,0.0,-41.11650943396391,-6.320518867924827,,,,
298,1081,7968.0,5378.0,A 20151109 A266-3 1505,11/9/2015,15:05,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,IMRS,IMRS,591,-31.5,759,-3.88,,,,,,,,,,,2015-11-09 15:05:00,7965.0,5375.0,C 20151109 C266-3 1510,15:10,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,IMRS,IMRS,591,-33.8,759,-6.27,,,,,,,,,,,2015-11-09 15:10:00,-1 days +23:57:30,2015-11-09 15:02:30,-32.65,-5.074999999999999,12099.416999999905,75.438,117.6274,2016.0,2016.0,45.82159999999931,-35.9738888888885,-5.563981481481447,,,,
299,0,329.0,330.0,A266-1,11/9/15,15:05,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,472,-47.6,639,-8.73,3,,,,,,,,,0.0,2015-11-09 15:05:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-11-09 15:05:00,0 days 00:00:00,2015-11-09 15:05:00,-47.6,-8.73,12099.416999999905,75.438,117.6274,2016.0,2016.0,0.0,-35.9738888888885,-5.563981481481447,,,,
300,2,331.0,332.0,A267-1,11/15/15,11:05,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,472,-71.5,639,-11.37,3,,,,,,,,,0.0,2015-11-15 11:05:00,7977.0,5387.0,C 20151115 C267-3 1130,11:30,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,IMRS,IMRS,591,-50.5,759,-6.48,,,,,,,,,,,2015-11-15 11:30:00,-1 days +23:47:30,2015-11-15 10:52:30,-61.0,-8.925,12132.10679999991,108.1278,150.3172,2016.0,2016.0,32.68980000000556,-43.53992248062192,-6.580103359173376,,,,
301,1075,7957.0,5367.0,A 20151115 A267-3 1135,11/15/2015,11:35,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,IMRS,IMRS,591,-45.1,759,-3.72,,,,,,,,,,,2015-11-15 11:35:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-11-15 11:35:00,0 days 00:00:00,2015-11-15 11:35:00,-45.1,-3.72,12132.10679999991,108.1278,150.3172,2016.0,2016.0,0.0,-43.53992248062192,-6.580103359173376,,,,
302,13,515.0,516.0,A268-1,11/24/15,12:00,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,475,-38.4,643,-7.57,2,,,,,,,,,0.0,2015-11-24 12:00:00,516.0,517.0,C268-1,11:45,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,,,475,-35.2,643,-7.02,2,,,,,,,,,0.0,2015-11-24 11:45:00,0 days 00:07:30,2015-11-24 12:07:30,-36.8,-7.295,12153.620599999898,129.6416,171.83100000000002,2016.0,2016.0,21.513799999987896,-42.421443965519146,-6.698739224138094,,,,
303,14,517.0,518.0,A269-1,11/25/15,10:50,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,475,-55.1,643,-9.85,2,,,,,,,,,0.0,2015-11-25 10:50:00,518.0,519.0,C269-1,12:00,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,,,475,-51.1,643,-9.19,2,,,,,,,,,0.0,2015-11-25 12:00:00,-1 days +23:25:00,2015-11-25 10:15:00,-53.1,-9.52,12159.7673999999,135.78840000000002,177.97780000000003,2016.0,2016.0,6.14680000000044,-42.90483539094844,-6.826450617284136,,,,
304,15,519.0,520.0,A270-1,12/3/15,10:30,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,475,-37.1,643,-6.42,2,,,,,,,,,0.0,2015-12-03 10:30:00,520.0,521.0,C270-1,10:40,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,,,475,-33.0,643,-6.28,2,,,,,,,,,0.0,2015-12-03 10:40:00,-1 days +23:55:00,2015-12-03 10:25:00,-35.05,-6.35,12201.6773999999,177.69840000000002,219.88780000000003,2016.0,2016.0,41.909999999999854,-41.05227987421508,-6.714080188679373,,,,
305,16,521.0,522.0,A271-1,12/4/15,8:30,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,475,-57.8,643,-9.94,2,,,,,,,,,0.0,2015-12-04 08:30:00,522.0,523.0,"C271-1,2,3",8:20,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,,,475,-53.9,643,-9.61,2,,,,,,,,,0.0,2015-12-04 08:20:00,0 days 00:05:00,2015-12-04 08:35:00,-55.85,-9.775,12242.749199999902,218.7702,260.9596,2016.0,2016.0,41.07180000000335,-43.83039591315601,-7.288735632184109,,,,
306,17,523.0,524.0,A272-1,12/10/15,10:40,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,475,-22.2,643,-4.93,2,,,,,,,,,0.0,2015-12-10 10:40:00,524.0,525.0,C272-1,10:50,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,,,475,-21.7,643,-4.76,2,,,,,,,,,0.0,2015-12-10 10:50:00,-1 days +23:55:00,2015-12-10 10:35:00,-21.95,-4.845,12435.814599999872,411.83560000000006,454.025,2016.0,2016.0,193.0653999999704,-33.573032564451616,-6.143130936228097,,,,
307,18,525.0,526.0,A273-1,12/11/15,11:05,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,475,-38.0,643,-8.16,2,,,,,,,,,0.0,2015-12-11 11:05:00,526.0,527.0,C273-1,11:15,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,,,475,-28.7,643,-6.94,2,,,,,,,,,0.0,2015-12-11 11:15:00,-1 days +23:55:00,2015-12-11 11:00:00,-33.35,-7.550000000000001,12469.063199999871,445.08420000000007,487.2736,2016.0,2016.0,33.24859999999899,-33.55637162586421,-6.2482266164470985,,,,
308,19,527.0,528.0,A274-1,12/12/15,11:40,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,475,-36.1,643,-6.36,2,,,,,,,,,0.0,2015-12-12 11:40:00,528.0,529.0,C274-1,11:50,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,,,475,-33.6,643,-6.5,2,,,,,,,,,0.0,2015-12-12 11:50:00,-1 days +23:55:00,2015-12-12 11:35:00,-34.85,-6.43,12471.01899999987,447.0400000000001,489.22940000000006,2016.0,2016.0,1.9557999999979077,-33.56203125000105,-6.249021875000143,,,,
309,20,529.0,530.0,A275-1,12/17/15,15:40,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,475,-28.4,643,-5.99,2,,,,,,,,,0.0,2015-12-17 15:40:00,530.0,531.0,C275-1,15:50,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,,,475,-27.4,643,-5.85,2,,,,,,,,,0.0,2015-12-17 15:50:00,-1 days +23:55:00,2015-12-17 15:35:00,-27.9,-5.92,12560.426999999849,536.4480000000001,578.6374000000001,2016.0,2016.0,89.40799999997762,-32.61835937500098,-6.194184895833458,,,,
310,21,531.0,532.0,A276-1,12/18/15,12:00,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,475,-42.0,643,-7.56,2,,,,,,,,,0.0,2015-12-18 12:00:00,532.0,533.0,C276-1,12:10,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,,,475,-35.0,643,-6.77,2,,,,,,,,,0.0,2015-12-18 12:10:00,-1 days +23:55:00,2015-12-18 11:55:00,-38.5,-7.164999999999999,12603.733999999848,579.7550000000001,621.9444000000001,2016.0,2016.0,43.3070000000007,-33.057710843374466,-6.266703614457958,,,,
311,10,340.0,341.0,A277-1,12/19/15,12:10,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,472,-42.6,639,-7.94,3,,,,,,,,,0.0,2015-12-19 12:10:00,343.0,344.0,C277-1,12:20,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,,,472,-39.8,639,-7.63,3,,,,,,,,,0.0,2015-12-19 12:20:00,-1 days +23:55:00,2015-12-19 12:05:00,-41.2,-7.785,12617.703999999849,593.725,635.9144000000001,2016.0,2016.0,13.969999999999343,-33.24929411764802,-6.302428235294244,,,,
312,11,341.0,342.0,A278-1,12/20/15,12:50,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,472,-55.9,639,-8.49,3,,,,,,,,,0.0,2015-12-20 12:50:00,332.0,333.0,C278-1,12:45,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,,,472,-69.4,639,-10.3,3,,,,,,,,,0.0,2015-12-20 12:45:00,0 days 00:02:30,2015-12-20 12:52:30,-62.650000000000006,-9.395,12653.467199999852,629.4882000000001,671.6776000000001,2016.0,2016.0,35.76320000000487,-34.91964047936217,-6.478126941855466,,,,
313,3,333.0,334.0,A279-1,12/21/15,9:05,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,472,-40.1,639,-5.96,3,,,,,,,,,0.0,2015-12-21 09:05:00,342.0,343.0,C279-1,9:15,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,,,472,-30.8,639,-4.74,3,,,,,,,,,0.0,2015-12-21 09:15:00,-1 days +23:55:00,2015-12-21 09:00:00,-35.45,-5.35,12702.641599999844,678.6626000000001,720.8520000000001,2016.0,2016.0,49.1743999999926,-34.95806916426635,-6.396385343763018,,,,
314,8,338.0,339.0,A280-1,12/24/15,12:45,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,Ice,,,,472,-39.0,639,-7.95,3,,,,,,,,,0.0,2015-12-24 12:45:00,345.0,346.0,C280-1,12:35,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,Ice,,,,472,-33.9,639,-7.14,3,,,,,,,,,0.0,2015-12-24 12:35:00,0 days 00:05:00,2015-12-24 12:50:00,-36.45,-7.545,12904.08899999983,880.1100000000001,922.2994,2016.0,2016.0,201.4473999999864,-35.29955555555651,-6.659290476190603,,,,
315,6,336.0,337.0,A281-1,12/30/15,12:30,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,472,-39.0,639,-7.8,3,,,,,,,,,0.0,2015-12-30 12:30:00,348.0,349.0,C281-1,12:40,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,,,472,-34.6,639,-7.08,3,,,,,,,,,0.0,2015-12-30 12:40:00,-1 days +23:55:00,2015-12-30 12:25:00,-36.8,-7.439999999999999,12920.57359999982,896.5946000000001,938.784,2016.0,2016.0,16.484599999990678,-35.327142411967266,-6.673644437519594,,,,
316,7,337.0,338.0,A282-1,1/4/16,10:40,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,472,-53.4,639,-8.3,3,,,,,,,,,0.0,2016-01-04 10:40:00,346.0,347.0,C282-1,10:30,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,,,472,-52.9,639,-9.01,3,,,,,,,,,0.0,2016-01-04 10:30:00,0 days 00:05:00,2016-01-04 10:45:00,-53.15,-8.655000000000001,12934.543599999812,910.5646000000002,952.754,2016.0,2016.0,13.96999999999025,-35.60058300092128,-6.704042651120074,,,,
317,4,334.0,335.0,A283-1,1/5/16,11:20,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,472,-72.2,639,-10.69,3,,,,,,,,,0.0,2016-01-05 11:20:00,344.0,345.0,C283-1,11:30,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,,,472,-58.7,639,-9.18,3,,,,,,,,,0.0,2016-01-05 11:30:00,-1 days +23:55:00,2016-01-05 11:15:00,-65.45,-9.935,12981.203399999802,957.2244000000002,999.4138000000002,2016.0,2016.0,46.65979999999036,-37.05558960887392,-6.861535318155363,,,,
318,9,339.0,340.0,A284-1,1/6/16,12:50,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,472,-70.2,639,-11.21,3,,,,,,,,,0.0,2016-01-06 12:50:00,347.0,348.0,C284-1,13:00,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,,,472,-58.6,639,-9.65,3,,,,,,,,,0.0,2016-01-06 13:00:00,-1 days +23:55:00,2016-01-06 12:45:00,-64.4,-10.43,13020.878199999795,996.8992000000002,1039.0886,2016.0,2016.0,39.67479999999523,-38.14384809417098,-7.003553811659272,,,,
319,22,665.0,666.0,A285-1,1/7/16,13:15,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,477,-45.3,645,-8.28,1,,,,,,,,,0.0,2016-01-07 13:15:00,666.0,667.0,C285-1,14:50,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,,,477,-45.2,645,-8.46,1,,,,,,,,,0.0,2016-01-07 14:50:00,-1 days +23:12:30,2016-01-07 12:27:30,-45.25,-8.370000000000001,13034.009999999796,1010.0310000000002,1052.2204000000002,2016.0,2016.0,13.131799999997384,-38.23623789764925,-7.021319502074766,,,,
320,23,667.0,668.0,A286-1,1/10/16,14:30,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,477,-46.8,645,-7.8,1,,,,,,,,,0.0,2016-01-10 14:30:00,668.0,669.0,C286-1,14:40,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,,,477,-45.7,645,-7.8,1,,,,,,,,,0.0,2016-01-10 14:40:00,-1 days +23:55:00,2016-01-10 14:25:00,-46.25,-7.8,13056.920799999783,1032.9418,1075.1312,2016.0,2016.0,22.91079999999056,-38.4139843116045,-7.038590749256224,,,,
321,24,669.0,670.0,A287-1,1/13/16,12:15,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,477,-55.2,645,-8.65,1,,,,,,,,,0.0,2016-01-13 12:15:00,670.0,671.0,C287-1,12:25,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,,,477,-52.5,645,-8.45,1,,,,,,,,,0.0,2016-01-13 12:25:00,-1 days +23:55:00,2016-01-13 12:10:00,-53.85,-8.55,13125.094399999776,1101.1154,1143.3048,2016.0,2016.0,68.17359999999098,-39.36967774676524,-7.1321669626998885,,,,
322,25,671.0,672.0,A288-1,1/15/16,11:35,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,477,-47.1,645,-7.9,1,,,,,,,,,0.0,2016-01-15 11:35:00,672.0,673.0,C288-1,11:45,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,,,477,-40.0,645,-7.18,1,,,,,,,,,0.0,2016-01-15 11:45:00,-1 days +23:55:00,2016-01-15 11:30:00,-43.55,-7.54,13153.034399999771,1129.0554000000002,1171.2448000000002,2016.0,2016.0,27.93999999999505,-39.473125463994506,-7.142259341747156,,,,
323,26,673.0,674.0,A289-1,1/16/16,11:20,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,477,-32.0,645,-6.05,1,,,,,,,,,0.0,2016-01-16 11:20:00,674.0,675.0,C289-1,11:40,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,,,477,-29.1,645,-5.48,1,,,,,,,,,0.0,2016-01-16 11:40:00,-1 days +23:50:00,2016-01-16 11:10:00,-30.55,-5.765000000000001,13180.97439999977,1156.9954000000002,1199.1848000000002,2016.0,2016.0,27.93999999999869,-39.25764308138173,-7.109000241487622,,,,
324,27,675.0,676.0,A290-1,1/18/16,12:20,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,477,-36.3,645,-6.46,1,,,,,,,,,0.0,2016-01-18 12:20:00,676.0,677.0,C290-1,12:30,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,,,477,-34.0,645,-6.28,1,,,,,,,,,0.0,2016-01-18 12:30:00,-1 days +23:55:00,2016-01-18 12:15:00,-35.15,-6.37,13302.233999999768,1278.255,1320.4444,2016.0,2016.0,121.2595999999976,-38.86797814207684,-7.038896174863434,,,,
325,28,677.0,678.0,A291-1,1/19/16,12:26,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,477,-59.7,645,-9.05,1,,,,,,,,,0.0,2016-01-19 12:26:00,678.0,679.0,C291-1,12:36,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,,,477,-53.5,645,-8.48,1,,,,,,,,,0.0,2016-01-19 12:36:00,-1 days +23:55:00,2016-01-19 12:21:00,-56.6,-8.765,13343.026399999771,1319.0474000000002,1361.2368,2016.0,2016.0,40.79240000000391,-39.41635246769797,-7.092277059944983,,,,
326,29,679.0,680.0,A292-1,1/22/16,13:10,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,477,-49.7,645,-7.21,1,,,,,,,,,0.0,2016-01-22 13:10:00,680.0,681.0,C292-1,13:00,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,,,477,-48.2,645,-7.2,1,,,,,,,,,0.0,2016-01-22 13:00:00,0 days 00:05:00,2016-01-22 13:15:00,-48.95,-7.205,13369.010599999772,1345.0316000000005,1387.2210000000002,2016.0,2016.0,25.984200000000783,-39.60052970502747,-7.094454715413433,,,,
327,30,681.0,682.0,A293-1,1/24/16,11:45,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,477,-42.6,645,-7.67,1,,,,,,,,,0.0,2016-01-24 11:45:00,682.0,683.0,C293-1,11:45,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,,,477,-39.1,645,-7.19,1,,,,,,,,,0.0,2016-01-24 11:45:00,0 days 00:00:00,2016-01-24 11:45:00,-40.85,-7.43,13424.05239999977,1400.0734000000002,1442.2628000000002,2016.0,2016.0,55.04179999999724,-39.64965076831017,-7.107646178407557,,,,
328,31,683.0,684.0,A294-1,1/25/16,11:15,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,477,-29.7,645,-6.07,1,,,,,,,,,0.0,2016-01-25 11:15:00,684.0,685.0,C294-1,11:25,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,,,477,-29.7,645,-5.97,1,,,,,,,,,0.0,2016-01-25 11:25:00,-1 days +23:55:00,2016-01-25 11:10:00,-29.7,-6.02,13437.463599999768,1413.4846000000002,1455.6740000000002,2016.0,2016.0,13.411199999998644,-39.555248072742096,-7.097326546748422,,,,
329,32,685.0,686.0,A295-1,1/28/16,14:50,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,477,-22.1,645,-4.91,1,,,,,,,,,0.0,2016-01-28 14:50:00,686.0,687.0,C295-1,15:00,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,,,477,-20.4,645,-4.72,1,,,,,,,,,0.0,2016-01-28 15:00:00,-1 days +23:55:00,2016-01-28 14:45:00,-21.25,-4.815,13458.418599999766,1434.4396000000002,1476.629,2016.0,2016.0,20.95499999999811,-39.28783599532572,-7.063985196727749,,,,
330,33,687.0,688.0,A296-1,1/29/16,12:00,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,477,-26.3,645,-4.57,1,,,,,,,,,0.0,2016-01-29 12:00:00,688.0,689.0,C296-1,12:10,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,,,477,-27.9,645,-4.83,1,,,,,,,,,0.0,2016-01-29 12:10:00,-1 days +23:55:00,2016-01-29 11:55:00,-27.1,-4.7,13529.94499999977,1505.966,1548.1554,2016.0,2016.0,71.52640000000429,-38.708970315399206,-6.951706864564039,,,,
331,34,689.0,690.0,A297-1,2/4/16,12:00,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,477,-35.6,645,-6.79,1,,,,,,,,,0.0,2016-02-04 12:00:00,690.0,691.0,C297-1,12:10,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,,,477,-33.3,645,-6.35,1,,,,,,,,,0.0,2016-02-04 12:10:00,-1 days +23:55:00,2016-02-04 11:55:00,-34.45,-6.57,13560.399599999762,1536.4206,1578.61,2016.0,2016.0,30.45459999999184,-38.62454991816727,-6.94414075286419,,,,
332,35,691.0,692.0,A298-1,2/19/16,10:20,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,477,-43.3,645,-7.79,1,,,,,,,,,0.0,2016-02-19 10:20:00,692.0,693.0,C298-1,10:30,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,,,477,-38.1,645,-7.22,1,,,,,,,,,0.0,2016-02-19 10:30:00,-1 days +23:55:00,2016-02-19 10:15:00,-40.7,-7.505,13634.999399999757,1611.0204,1653.2098000000003,2016.0,2016.0,74.5997999999945,-38.7206555671179,-6.970111862643112,,,,
333,36,693.0,694.0,A299-1,2/28/16,13:40,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,477,-19.8,645,-4.07,1,,,,,,,,,0.0,2016-02-28 13:40:00,694.0,695.0,C299-1,13:50,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,,,477,-18.8,645,-4.05,1,,,,,,,,,0.0,2016-02-28 13:50:00,-1 days +23:55:00,2016-02-28 13:35:00,-19.3,-4.0600000000000005,13652.60159999975,1628.6226,1670.812,2016.0,2016.0,17.6021999999939,-38.51075656201787,-6.938659289758145,,,,
334,37,695.0,696.0,A300-1,3/2/16,13:50,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,477,-7.0,645,-2.6,1,,,,,,,,,0.0,2016-03-02 13:50:00,696.0,697.0,C300-1,14:00,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,,,477,-7.9,645,-2.74,1,,,,,,,,,0.0,2016-03-02 14:00:00,-1 days +23:55:00,2016-03-02 13:45:00,-7.45,-2.67,13666.292199999742,1642.3132000000005,1684.5026000000005,2016.0,2016.0,13.690599999990807,-38.25182885335198,-6.903075025518942,,,,
335,38,697.0,698.0,A301-1,3/3/16,11:20,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,477,-24.0,645,-4.7,1,,,,,,,,,0.0,2016-03-03 11:20:00,698.0,699.0,C301-1,11:35,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,,,477,-17.8,645,-4.09,1,,,,,,,,,0.0,2016-03-03 11:35:00,-1 days +23:52:30,2016-03-03 11:12:30,-20.9,-4.395,13690.599999999726,1666.621,1708.8104000000003,2016.0,2016.0,24.307799999984127,-37.998751047779336,-6.866494551550789,,,,
336,39,699.0,700.0,A302-1,3/5/16,13:00,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,477,-28.7,645,-5.57,1,,,,,,,,,0.0,2016-03-05 13:00:00,700.0,701.0,C302-1,13:10,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,,,477,-27.8,645,-5.53,1,,,,,,,,,0.0,2016-03-05 13:10:00,-1 days +23:55:00,2016-03-05 12:55:00,-28.25,-5.550000000000001,13750.391599999726,1726.4126,1768.6020000000003,2016.0,2016.0,59.79160000000047,-37.66111830393324,-6.820899821977735,,,,
